Mod:Item:MetaData, Localized Name
hbm:item.fluid_duct:47, Fluid Duct: Coal Gasoline
hbm:item.fluid_duct:74, Fluid Duct: Leaded Coal Gasoline
hbm:item.fluid_duct:80, Fluid Duct: Coal Tar Creosote
hbm:item.fluid_duct:79, Fluid Duct: Wood Oil
hbm:item.fluid_duct:26, Fluid Duct: Biogas
hbm:item.fluid_duct:27, Fluid Duct: Biofuel
hbm:item.fluid_duct:59, Fluid Duct: Ethanol
hbm:item.fluid_duct:110, Fluid Duct: Fish Oil
hbm:item.fluid_duct:111, Fluid Duct: Sunflower Seed Oil
hbm:item.fluid_duct:28, Fluid Duct: NITAN© 100 Octane Super Fuel
hbm:item.fluid_duct:41, Fluid Duct: BF Rocket Fuel
hbm:item.fluid_duct:69, Fluid Duct: Salient Green
hbm:item.fluid_duct:81, Fluid Duct: Seeding Slurry
hbm:item.fluid_duct:100, Fluid Duct: Colloid
hbm:item.fluid_duct:140, Fluid Duct: Vitriol
hbm:item.fluid_duct:141, Fluid Duct: Ore Slop
hbm:item.fluid_duct:103, Fluid Duct: Ionic Gel
hbm:item.fluid_duct:35, Fluid Duct: Hydrogen Peroxide
hbm:item.fluid_duct:75, Fluid Duct: Sulfuric Acid
hbm:item.fluid_duct:82, Fluid Duct: Nitric Acid
hbm:item.fluid_duct:83, Fluid Duct: Solvent
hbm:item.fluid_duct:88, Fluid Duct: High-Performance Solvent
hbm:item.fluid_duct:32, Fluid Duct: Schrabidic Acid
hbm:item.fluid_duct:29, Fluid Duct: Uranium Hexafluoride
hbm:item.fluid_duct:30, Fluid Duct: Plutonium Hexafluoride
hbm:item.fluid_duct:31, Fluid Duct: Schrabidium Trisulfide
hbm:item.fluid_duct:43, Fluid Duct: Pandemonium(III)tantalite Solution
hbm:item.fluid_duct:58, Fluid Duct: Osmiridic Solution
hbm:item.fluid_duct:36, Fluid Duct: Poisonous Mud
hbm:item.fluid_duct:113, Fluid Duct: Red Mud
hbm:item.fluid_duct:130, Fluid Duct: Fullerene Solution
hbm:item.fluid_duct:107, Fluid Duct: Dissolved Egg
hbm:item.fluid_duct:108, Fluid Duct: Cholesterol Solution
hbm:item.fluid_duct:114, Fluid Duct: Chlorocalcite Solution
hbm:item.fluid_duct:115, Fluid Duct: Mixed Chlorocalcite Solution
hbm:item.fluid_duct:116, Fluid Duct: Cleaned Chlorocalcite Solution
hbm:item.fluid_duct:117, Fluid Duct: Potassiumchloride Solution
hbm:item.fluid_duct:118, Fluid Duct: Calciumchloride Solution
hbm:item.fluid_duct:119, Fluid Duct: Calcium Solution
hbm:item.fluid_duct:49, Fluid Duct: Fracking Solution
hbm:item.fluid_duct:101, Fluid Duct: Phosgene
hbm:item.fluid_duct:102, Fluid Duct: Mustard Gas
hbm:item.fluid_duct:109, Fluid Duct: Estradiol Solution
hbm:item.fluid_duct:112, Fluid Duct: Nitroglycerin
hbm:item.fluid_duct:33, Fluid Duct: Antimatter
hbm:item.fluid_duct:34, Fluid Duct: Antischrabidium
hbm:item.fluid_duct:44, Fluid Duct: Liquid Nuclear Waste
hbm:item.fluid_duct:45, Fluid Duct: Gaseous Nuclear Waste
hbm:item.fluid_duct:70, Fluid Duct: Experience Juice
hbm:item.fluid_duct:71, Fluid Duct: Ender Juice
hbm:item.fluid_duct:139, Fluid Duct: Stellar Flux
hbm:item.fluid_duct:131, Fluid Duct: Booster Pheromone
hbm:item.fluid_duct:132, Fluid Duct: Modified Booster Pheromone
hbm:item.fluid_duct:1000, Fluid Duct: Custom Fluid Demo
hbm:item.fuse, Fuse
hbm:item.redcoil_capacitor, Redcoil Capacitor
hbm:item.euphemium_capacitor, Euphemium Capacitor
hbm:item.screwdriver, Screwdriver
hbm:item.screwdriver_desh, Desh Screwdriver
hbm:item.hand_drill, Hand Drill
hbm:item.hand_drill_desh, Desh Hand Drill
hbm:item.chemistry_set, Laboratory Glassware
hbm:item.chemistry_set_boron, Laboratory Glassware (Boron Glass)
hbm:item.blowtorch, Blowtorch
hbm:item.acetylene_torch, Acetylene Welding Torch
hbm:item.boltgun, Pneumatic Rivet Gun
hbm:item.overfuse, Singularity Screwdriver
hbm:item.arc_electrode:0, Graphite Electrode
hbm:item.arc_electrode:1, Lanthanium Electrode
hbm:item.arc_electrode:2, Desh Electrode
hbm:item.arc_electrode:3, Saturnite Electrode
hbm:item.arc_electrode_burnt:0, Molten Graphite Electrode
hbm:item.arc_electrode_burnt:1, Molten Lanthanium Electrode
hbm:item.arc_electrode_burnt:2, Molten Desh Electrode
hbm:item.arc_electrode_burnt:3, Molten Saturnite Electrode
hbm:item.part_lithium, Box of Lithium Dust
hbm:item.part_beryllium, Box of Beryllium Dust
hbm:item.part_carbon, Box of Carbon Dust
hbm:item.part_copper, Box of Copper Dust
hbm:item.part_plutonium, Box of Plutonium Dust
hbm:item.laser_crystal_co2, CO2-Desh Laser Crystal
hbm:item.laser_crystal_bismuth, BiSmUTh Laser Crystal
hbm:item.laser_crystal_cmb, CMB-Schrabidate Antimatter Laser Crystal
hbm:item.laser_crystal_dnt, Spark Laser Crystal
hbm:item.laser_crystal_digamma, Digamma Laser Crystal
hbm:item.rune_blank, Blank Catalyst Matrix
hbm:item.rune_isa, Cool Catalyst Matrix
hbm:item.rune_dagaz, Balanced Catalyst Matrix
hbm:item.rune_hagalaz, Rough Catalyst Matrix
hbm:item.rune_jera, Multiplicative Catalyst Matrix
hbm:item.rune_thurisaz, Additive Catalyst Matrix
hbm:item.ams_catalyst_blank, Blank Reaction Catalyst
hbm:item.ams_catalyst_aluminium, Aluminium Reaction Catalyst
hbm:item.ams_catalyst_beryllium, Beryllium Reaction Catalyst
hbm:item.ams_catalyst_caesium, Caeseium Reaction Catalyst
hbm:item.ams_catalyst_cerium, Cerium Reaction Catalyst
hbm:item.ams_catalyst_cobalt, Cobalt Reaction Catalyst
hbm:item.ams_catalyst_copper, Copper Reaction Catalyst
hbm:item.ams_catalyst_euphemium, Euphemium Reaction Catalyst
hbm:item.ams_catalyst_dineutronium, Dineutronium Reaction Catalyst
hbm:item.ams_catalyst_iron, Iron Reaction Catalyst
hbm:item.ams_catalyst_lithium, Lithium Reaction Catalyst
hbm:item.ams_catalyst_niobium, Niobium Reaction Catalyst
hbm:item.ams_catalyst_schrabidium, Schrabidium Reaction Catalyst
hbm:item.ams_catalyst_strontium, Strontium Reaction Catalyst
hbm:item.ams_catalyst_thorium, Thorium Reaction Catalyst
hbm:item.ams_catalyst_tungsten, Tungsten Reaction Catalyst
hbm:item.blades_steel, Steel Shredder Blades
hbm:item.blades_titanium, Titanium Shredder Blades
hbm:item.blades_advanced_alloy, Advanced Shredder Blades
hbm:item.blades_desh, Desh Shredder Blades
hbm:item.thermo_element, Thermoelectric Element
hbm:item.catalytic_converter, Catalytic Converter
hbm:item.ams_focus_blank, Blank Stabilizer Focus
hbm:item.ams_focus_limiter, Limiting Stabilizer Focus
hbm:item.ams_focus_booster, Boosting Stabilizer Focus
hbm:item.ams_muzzle, Ray-Emission Muzzle
hbm:item.ams_lens, Stabilizer Lens
hbm:item.ams_core_sing, Vibrant Singularity (AMS/DFC Core)
hbm:item.ams_core_wormhole, Tiny Wormhole (AMS/DFC Core)
hbm:item.ams_core_eyeofharmony, Eye of Harmony (AMS/DFC Core)
hbm:item.ams_core_thingy, Thingy (AMS/DFC Core)
hbm:item.fusion_shield_tungsten, Tungsten Fusion Reactor Blanket
hbm:item.fusion_shield_desh, Desh Fusion Reactor Blanket
hbm:item.fusion_shield_chlorophyte, Chlorophyte-Metallized Fusion Reactor Blanket
hbm:item.fusion_shield_vaporwave, Vaporwave Fusion Reactor Blanket
hbm:item.rod_empty, Empty Rod
hbm:item.rod:0, Lithium Rod
hbm:item.rod:1, Tritium Rod
hbm:item.rod:2, Cobalt Rod
hbm:item.rod:3, Cobalt-60 Rod
hbm:item.rod:4, Thorium-232 Rod
hbm:item.rod:5, Thorium Fuel Rod
hbm:item.rod:6, Uranium-235 Rod
hbm:item.rod:7, Neptunium-237 Rod
hbm:item.rod:8, Uranium-238 Rod
hbm:item.rod:9, Plutonium-238 Rod
hbm:item.rod:10, Plutonium-239 Rod
hbm:item.rod:11, Reactor-Grade Plutonium Rod
hbm:item.rod:12, Nuclear Waste Rod
hbm:item.rod:13, Lead Rod
hbm:item.rod:14, Uranium Rod
hbm:item.rod:15, Radium-226 Rod
hbm:item.rod:16, Actinium-227 Rod
hbm:item.rod_dual_empty, Empty Dual Rod
hbm:item.rod_dual:0, Lithium Dual Rod
hbm:item.rod_dual:1, Tritium Dual Rod
hbm:item.rod_dual:2, Cobalt Dual Rod
hbm:item.rod_dual:3, Cobalt-60 Dual Rod
hbm:item.rod_dual:4, Thorium-232 Dual Rod
hbm:item.rod_dual:5, Thorium Fuel Dual Rod
hbm:item.rod_dual:6, Uranium-235 Dual Rod
hbm:item.rod_dual:7, Neptunium-237 Dual Rod
hbm:item.rod_dual:8, Uranium-238 Dual Rod
hbm:item.rod_dual:9, Plutonium-238 Dual Rod
hbm:item.rod_dual:10, Plutonium-239 Dual Rod
hbm:item.rod_dual:11, Reactor-Grade Plutonium Dual Rod
hbm:item.rod_dual:12, Nuclear Waste Dual Rod
hbm:item.rod_dual:13, Lead Dual Rod
hbm:item.rod_dual:14, Uranium Dual Rod
hbm:item.rod_dual:15, Radium-226 Dual Rod
hbm:item.rod_dual:16, Actinium-227 Dual Rod
hbm:item.rod_quad_empty, Empty Quad Rod
hbm:item.rod_quad:0, Lithium Quad Rod
hbm:item.rod_quad:1, Tritium Quad Rod
hbm:item.rod_quad:2, Cobalt Quad Rod
hbm:item.rod_quad:3, Cobalt-60 Quad Rod
hbm:item.rod_quad:4, Thorium-232 Quad Rod
hbm:item.rod_quad:5, Thorium Fuel Quad Rod
hbm:item.rod_quad:6, Uranium-235 Quad Rod
hbm:item.rod_quad:7, Neptunium-237 Quad Rod
hbm:item.rod_quad:8, Uranium-238 Quad Rod
hbm:item.rod_quad:9, Plutonium-238 Quad Rod
hbm:item.rod_quad:10, Plutonium-239 Quad Rod
hbm:item.rod_quad:11, Reactor-Grade Plutonium Quad Rod
hbm:item.rod_quad:12, Nuclear Waste Quad Rod
hbm:item.rod_quad:13, Lead Quad Rod
hbm:item.rod_quad:14, Uranium Quad Rod
hbm:item.rod_quad:15, Radium-226 Quad Rod
hbm:item.rod_quad:16, Actinium-227 Quad Rod
hbm:item.rod_zirnox_empty, Empty ZIRNOX Rod
hbm:item.rod_zirnox_tritium, ZIRNOX Tritium Rod
hbm:item.rod_zirnox:0, ZIRNOX Natural Uranium Fuel Rod
hbm:item.rod_zirnox:1, ZIRNOX Uranium Fuel Rod
hbm:item.rod_zirnox:2, ZIRNOX Thorium-232 Rod
hbm:item.rod_zirnox:3, ZIRNOX Thorium Fuel Rod
hbm:item.rod_zirnox:4, ZIRNOX MOX Fuel Rod
hbm:item.rod_zirnox:5, ZIRNOX Plutonium Fuel Rod
hbm:item.rod_zirnox:6, ZIRNOX Uranium-233 Fuel Rod
hbm:item.rod_zirnox:7, ZIRNOX Uranium-235 Fuel Rod
hbm:item.rod_zirnox:8, ZIRNOX LES Fuel Rod
hbm:item.rod_zirnox:9, ZIRNOX Lithium Rod
hbm:item.rod_zirnox:10, ZIRNOX ZFB MOX Fuel Rod
hbm:item.rod_zirnox_natural_uranium_fuel_depleted, Depleted ZIRNOX Natural Uranium Fuel Rod
hbm:item.rod_zirnox_uranium_fuel_depleted,  Depleted ZIRNOX Uranium Fuel Rod
hbm:item.rod_zirnox_thorium_fuel_depleted,  Depleted ZIRNOX Thorium Fuel Rod
hbm:item.rod_zirnox_mox_fuel_depleted, Depleted ZIRNOX MOX Fuel Rod
hbm:item.rod_zirnox_plutonium_fuel_depleted, Depleted ZIRNOX Plutonium Fuel Rod
hbm:item.rod_zirnox_u233_fuel_depleted, Depleted ZIRNOX Uranium-233 Fuel Rod
hbm:item.rod_zirnox_u235_fuel_depleted, Depleted ZIRNOX Uranium-235 Fuel Rod
hbm:item.rod_zirnox_les_fuel_depleted, Depleted ZIRNOX LES Fuel Rod
hbm:item.rod_zirnox_zfb_mox_depleted, Depleted ZIRNOX ZFB MOX Fuel Rod
hbm:item.waste_natural_uranium:0, Depleted Natural Uranium Fuel
hbm:item.waste_natural_uranium:1, Depleted Natural Uranium Fuel
hbm:item.waste_uranium:0, Depleted Uranium Fuel
hbm:item.waste_uranium:1, Depleted Uranium Fuel
hbm:item.waste_thorium:0, Depleted Thorium Fuel
hbm:item.waste_thorium:1, Depleted Thorium Fuel
hbm:item.waste_mox:0, Depleted MOX Fuel
hbm:item.waste_mox:1, Depleted MOX Fuel
hbm:item.waste_plutonium:0, Depleted Plutonium Fuel
hbm:item.waste_plutonium:1, Depleted Plutonium Fuel
hbm:item.waste_u233:0, Depleted Uranium-233 Fuel
hbm:item.waste_u233:1, Depleted Uranium-233 Fuel
hbm:item.waste_u235:0, Depleted Uranium-235 Fuel
hbm:item.waste_u235:1, Depleted Uranium-235 Fuel
hbm:item.waste_schrabidium:0, Depleted Schrabidium Fuel
hbm:item.waste_schrabidium:1, Depleted Schrabidium Fuel
hbm:item.waste_zfb_mox:0, Depleted ZFB MOX Fuel
hbm:item.waste_zfb_mox:1, Depleted ZFB MOX Fuel
hbm:item.waste_plate_u233:0, Depleted HEU-233 Plate Fuel
hbm:item.waste_plate_u233:1, Depleted HEU-233 Plate Fuel
hbm:item.waste_plate_u235:0, Depleted HEU-235 Plate Fuel
hbm:item.waste_plate_u235:1, Depleted HEU-235 Plate Fuel
hbm:item.waste_plate_mox:0, Depleted MOX Plate Fuel
hbm:item.waste_plate_mox:1, Depleted MOX Plate Fuel
hbm:item.waste_plate_pu239:0, Depleted HEP-239 Plate Fuel
hbm:item.waste_plate_pu239:1, Depleted HEP-239 Plate Fuel
hbm:item.waste_plate_ra226be:0, Depleted Ra226Be Plate Fuel
hbm:item.waste_plate_ra226be:1, Depleted Ra226Be Plate Fuel
hbm:item.waste_plate_sa326:0, Depleted HES-326 Plate Fuel
hbm:item.waste_plate_sa326:1, Depleted HES-326 Plate Fuel
hbm:item.waste_plate_pu238be:0, Depleted Pu238Be Plate Fuel
hbm:item.waste_plate_pu238be:1, Depleted Pu238Be Plate Fuel
hbm:item.pile_rod_uranium, Chicago Pile Uranium Rod
hbm:item.pile_rod_pu239, Chicago Pile Bred Uranium Rod
hbm:item.pile_rod_plutonium, Chicago Pile Plutonium Rod
hbm:item.pile_rod_source, Chicago Pile Ra226Be Neutron Source
hbm:item.pile_rod_boron, Chicago Pile Control Rod
hbm:item.pile_rod_lithium, Chicago Pile Lithium Cell
hbm:item.pile_rod_detector, Chicago Pile Control & Detector Rod
hbm:item.plate_fuel_u233, HEU-233 Plate Fuel
hbm:item.plate_fuel_u235, HEU-235 Plate Fuel
hbm:item.plate_fuel_mox, MOX Plate Fuel
hbm:item.plate_fuel_pu239, HEP-239 Plate Fuel
hbm:item.plate_fuel_sa326, HES-326 Plate Fuel
hbm:item.plate_fuel_ra226be, Ra226Be Plate Fuel
hbm:item.plate_fuel_pu238be, Pu238Be Plate Fuel
hbm:item.pwr_fuel:0, MEU PWR Fuel Rod
hbm:item.pwr_fuel:1, HEU-233 PWR Fuel Rod
hbm:item.pwr_fuel:2, HEU-235 PWR Fuel Rod
hbm:item.pwr_fuel:3, MEN PWR Fuel Rod
hbm:item.pwr_fuel:4, HEN-237 PWR Fuel Rod
hbm:item.pwr_fuel:5, MOX PWR Fuel Rod
hbm:item.pwr_fuel:6, MEP PWR Fuel Rod
hbm:item.pwr_fuel:7, HEP-239 PWR Fuel Rod
hbm:item.pwr_fuel:8, HEP-241 PWR Fuel Rod
hbm:item.pwr_fuel:9, MEA PWR Fuel Rod
hbm:item.pwr_fuel:10, HEA-242 PWR Fuel Rod
hbm:item.pwr_fuel:11, HES-326 PWR Fuel Rod
hbm:item.pwr_fuel:12, HES-327 PWR Fuel Rod
hbm:item.pwr_fuel:13, Fuel Grade Americium PWR BFB Rod
hbm:item.pwr_fuel:14, Plutonium-241 PWR BFB Rod
hbm:item.pwr_fuel_hot:0, Hot MEU PWR Fuel Rod
hbm:item.pwr_fuel_hot:1, Hot HEU-233 PWR Fuel Rod
hbm:item.pwr_fuel_hot:2, Hot HEU-235 PWR Fuel Rod
hbm:item.pwr_fuel_hot:3, Hot MEN PWR Fuel Rod
hbm:item.pwr_fuel_hot:4, Hot HEN-237 PWR Fuel Rod
hbm:item.pwr_fuel_hot:5, Hot MOX PWR Fuel Rod
hbm:item.pwr_fuel_hot:6, Hot MEP PWR Fuel Rod
hbm:item.pwr_fuel_hot:7, Hot HEP-239 PWR Fuel Rod
hbm:item.pwr_fuel_hot:8, Hot HEP-241 PWR Fuel Rod
hbm:item.pwr_fuel_hot:9, Hot MEA PWR Fuel Rod
hbm:item.pwr_fuel_hot:10, Hot HEA-242 PWR Fuel Rod
hbm:item.pwr_fuel_hot:11, Hot HES-326 PWR Fuel Rod
hbm:item.pwr_fuel_hot:12, Hot HES-327 PWR Fuel Rod
hbm:item.pwr_fuel_hot:13, Hot Fuel Grade Americium PWR BFB Rod
hbm:item.pwr_fuel_hot:14, Hot Plutonium-241 PWR BFB Rod
hbm:item.pwr_fuel_depleted:0, Depleted MEU PWR Fuel Rod
hbm:item.pwr_fuel_depleted:1, Depleted HEU-233 PWR Fuel Rod
hbm:item.pwr_fuel_depleted:2, Depleted HEU-235 PWR Fuel Rod
hbm:item.pwr_fuel_depleted:3, Depleted MEN PWR Fuel Rod
hbm:item.pwr_fuel_depleted:4, Depleted HEN-237 PWR Fuel Rod
hbm:item.pwr_fuel_depleted:5, Depleted MOX PWR Fuel Rod
hbm:item.pwr_fuel_depleted:6, Depleted MEP PWR Fuel Rod
hbm:item.pwr_fuel_depleted:7, Depleted HEP-239 PWR Fuel Rod
hbm:item.pwr_fuel_depleted:8, Depleted HEP-241 PWR Fuel Rod
hbm:item.pwr_fuel_depleted:9, Depleted MEA PWR Fuel Rod
hbm:item.pwr_fuel_depleted:10, Depleted HEA-242 PWR Fuel Rod
hbm:item.pwr_fuel_depleted:11, Depleted HES-326 PWR Fuel Rod
hbm:item.pwr_fuel_depleted:12, Depleted HES-327 PWR Fuel Rod
hbm:item.pwr_fuel_depleted:13, Depleted Fuel Grade Americium PWR BFB Rod
hbm:item.pwr_fuel_depleted:14, Depleted Plutonium-241 PWR BFB Rod
hbm:item.rbmk_lid, RBMK Cover Panel
hbm:item.rbmk_lid_glass, RBMK Glass Cover Panel
hbm:item.rbmk_fuel_empty, Empty RBMK Fuel Rod
hbm:item.rbmk_fuel_ueu, NU RBMK Fuel Rod
hbm:item.rbmk_fuel_meu, MEU RBMK Fuel Rod
hbm:item.rbmk_fuel_heu233, HEU-233 RBMK Fuel Rod
hbm:item.rbmk_fuel_heu235, HEU-235 RBMK Fuel Rod
hbm:item.rbmk_fuel_thmeu, ThMEU RBMK Fuel Rod
hbm:item.rbmk_fuel_lep, LEP-239 RBMK Fuel Rod
hbm:item.rbmk_fuel_mep, MEP-239 RBMK Fuel Rod
hbm:item.rbmk_fuel_hep, HEP-239 RBMK Fuel Rod
hbm:item.rbmk_fuel_hep241, HEP-241 RBMK Fuel Rod
hbm:item.rbmk_fuel_lea, LEA RBMK Fuel Rod
hbm:item.rbmk_fuel_mea, MEA RBMK Fuel Rod
hbm:item.rbmk_fuel_hea241, HEA-241 RBMK Fuel Rod
hbm:item.rbmk_fuel_hea242, HEA-242 RBMK Fuel Rod
hbm:item.rbmk_fuel_men, MEN RBMK Fuel Rod
hbm:item.rbmk_fuel_hen, HEN RBMK Fuel Rod
hbm:item.rbmk_fuel_mox, MOX RBMK Fuel Rod
hbm:item.rbmk_fuel_les, LES RBMK Fuel Rod
hbm:item.rbmk_fuel_mes, MES RBMK Fuel Rod
hbm:item.rbmk_fuel_hes, HES RBMK Fuel Rod
hbm:item.rbmk_fuel_leaus, LEAus RBMK Fuel Rod
hbm:item.rbmk_fuel_heaus, HEAus RBMK Fuel Rod
hbm:item.rbmk_fuel_po210be, Po210Be RBMK Neutron Source
hbm:item.rbmk_fuel_ra226be, Ra226Be RBMK Neutron Source
hbm:item.rbmk_fuel_pu238be, Pu238Be RBMK Neutron Source
hbm:item.rbmk_fuel_balefire_gold, Flashgold RBMK Fuel Rod
hbm:item.rbmk_fuel_flashlead, Flashlead RBMK Fuel Rod
hbm:item.rbmk_fuel_balefire, Balefire RBMK Fuel Rod
hbm:item.rbmk_fuel_zfb_bismuth, Bismuth RBMK ZFB Rod
hbm:item.rbmk_fuel_zfb_pu241, Pu-241 RBMK ZFB Rod
hbm:item.rbmk_fuel_zfb_am_mix, Fuel Grade Americium RBMK ZFB Rod
hbm:item.rbmk_fuel_drx, §cDigamma RBMK Fuel Rod§r
hbm:item.rbmk_fuel_test, item.rbmk_fuel_test.name
hbm:item.rbmk_pellet_ueu:0, NU Fuel Pellet
hbm:item.rbmk_pellet_ueu:1, NU Fuel Pellet
hbm:item.rbmk_pellet_ueu:2, NU Fuel Pellet
hbm:item.rbmk_pellet_ueu:3, NU Fuel Pellet
hbm:item.rbmk_pellet_ueu:4, NU Fuel Pellet
hbm:item.rbmk_pellet_ueu:5, NU Fuel Pellet
hbm:item.rbmk_pellet_ueu:6, NU Fuel Pellet
hbm:item.rbmk_pellet_ueu:7, NU Fuel Pellet
hbm:item.rbmk_pellet_ueu:8, NU Fuel Pellet
hbm:item.rbmk_pellet_ueu:9, NU Fuel Pellet
hbm:item.rbmk_pellet_meu:0, MEU Fuel Pellet
hbm:item.rbmk_pellet_meu:1, MEU Fuel Pellet
hbm:item.rbmk_pellet_meu:2, MEU Fuel Pellet
hbm:item.rbmk_pellet_meu:3, MEU Fuel Pellet
hbm:item.rbmk_pellet_meu:4, MEU Fuel Pellet
hbm:item.rbmk_pellet_meu:5, MEU Fuel Pellet
hbm:item.rbmk_pellet_meu:6, MEU Fuel Pellet
hbm:item.rbmk_pellet_meu:7, MEU Fuel Pellet
hbm:item.rbmk_pellet_meu:8, MEU Fuel Pellet
hbm:item.rbmk_pellet_meu:9, MEU Fuel Pellet
hbm:item.rbmk_pellet_heu233:0, HEU-233 Fuel Pellet
hbm:item.rbmk_pellet_heu233:1, HEU-233 Fuel Pellet
hbm:item.rbmk_pellet_heu233:2, HEU-233 Fuel Pellet
hbm:item.rbmk_pellet_heu233:3, HEU-233 Fuel Pellet
hbm:item.rbmk_pellet_heu233:4, HEU-233 Fuel Pellet
hbm:item.rbmk_pellet_heu233:5, HEU-233 Fuel Pellet
hbm:item.rbmk_pellet_heu233:6, HEU-233 Fuel Pellet
hbm:item.rbmk_pellet_heu233:7, HEU-233 Fuel Pellet
hbm:item.rbmk_pellet_heu233:8, HEU-233 Fuel Pellet
hbm:item.rbmk_pellet_heu233:9, HEU-233 Fuel Pellet
hbm:item.rbmk_pellet_heu235:0, HEU-235 Fuel Pellet
hbm:item.rbmk_pellet_heu235:1, HEU-235 Fuel Pellet
hbm:item.rbmk_pellet_heu235:2, HEU-235 Fuel Pellet
hbm:item.rbmk_pellet_heu235:3, HEU-235 Fuel Pellet
hbm:item.rbmk_pellet_heu235:4, HEU-235 Fuel Pellet
hbm:item.rbmk_pellet_heu235:5, HEU-235 Fuel Pellet
hbm:item.rbmk_pellet_heu235:6, HEU-235 Fuel Pellet
hbm:item.rbmk_pellet_heu235:7, HEU-235 Fuel Pellet
hbm:item.rbmk_pellet_heu235:8, HEU-235 Fuel Pellet
hbm:item.rbmk_pellet_heu235:9, HEU-235 Fuel Pellet
hbm:item.rbmk_pellet_thmeu:0, ThMEU Fuel Pellet
hbm:item.rbmk_pellet_thmeu:1, ThMEU Fuel Pellet
hbm:item.rbmk_pellet_thmeu:2, ThMEU Fuel Pellet
hbm:item.rbmk_pellet_thmeu:3, ThMEU Fuel Pellet
hbm:item.rbmk_pellet_thmeu:4, ThMEU Fuel Pellet
hbm:item.rbmk_pellet_thmeu:5, ThMEU Fuel Pellet
hbm:item.rbmk_pellet_thmeu:6, ThMEU Fuel Pellet
hbm:item.rbmk_pellet_thmeu:7, ThMEU Fuel Pellet
hbm:item.rbmk_pellet_thmeu:8, ThMEU Fuel Pellet
hbm:item.rbmk_pellet_thmeu:9, ThMEU Fuel Pellet
hbm:item.rbmk_pellet_lep:0, LEP Fuel Pellet
hbm:item.rbmk_pellet_lep:1, LEP Fuel Pellet
hbm:item.rbmk_pellet_lep:2, LEP Fuel Pellet
hbm:item.rbmk_pellet_lep:3, LEP Fuel Pellet
hbm:item.rbmk_pellet_lep:4, LEP Fuel Pellet
hbm:item.rbmk_pellet_lep:5, LEP Fuel Pellet
hbm:item.rbmk_pellet_lep:6, LEP Fuel Pellet
hbm:item.rbmk_pellet_lep:7, LEP Fuel Pellet
hbm:item.rbmk_pellet_lep:8, LEP Fuel Pellet
hbm:item.rbmk_pellet_lep:9, LEP Fuel Pellet
hbm:item.rbmk_pellet_mep:0, MEP Fuel Pellet
hbm:item.rbmk_pellet_mep:1, MEP Fuel Pellet
hbm:item.rbmk_pellet_mep:2, MEP Fuel Pellet
hbm:item.rbmk_pellet_mep:3, MEP Fuel Pellet
hbm:item.rbmk_pellet_mep:4, MEP Fuel Pellet
hbm:item.rbmk_pellet_mep:5, MEP Fuel Pellet
hbm:item.rbmk_pellet_mep:6, MEP Fuel Pellet
hbm:item.rbmk_pellet_mep:7, MEP Fuel Pellet
hbm:item.rbmk_pellet_mep:8, MEP Fuel Pellet
hbm:item.rbmk_pellet_mep:9, MEP Fuel Pellet
hbm:item.rbmk_pellet_hep239:0, HEP-239 Fuel Pellet
hbm:item.rbmk_pellet_hep239:1, HEP-239 Fuel Pellet
hbm:item.rbmk_pellet_hep239:2, HEP-239 Fuel Pellet
hbm:item.rbmk_pellet_hep239:3, HEP-239 Fuel Pellet
hbm:item.rbmk_pellet_hep239:4, HEP-239 Fuel Pellet
hbm:item.rbmk_pellet_hep239:5, HEP-239 Fuel Pellet
hbm:item.rbmk_pellet_hep239:6, HEP-239 Fuel Pellet
hbm:item.rbmk_pellet_hep239:7, HEP-239 Fuel Pellet
hbm:item.rbmk_pellet_hep239:8, HEP-239 Fuel Pellet
hbm:item.rbmk_pellet_hep239:9, HEP-239 Fuel Pellet
hbm:item.rbmk_pellet_hep241:0, HEP-241 Fuel Pellet
hbm:item.rbmk_pellet_hep241:1, HEP-241 Fuel Pellet
hbm:item.rbmk_pellet_hep241:2, HEP-241 Fuel Pellet
hbm:item.rbmk_pellet_hep241:3, HEP-241 Fuel Pellet
hbm:item.rbmk_pellet_hep241:4, HEP-241 Fuel Pellet
hbm:item.rbmk_pellet_hep241:5, HEP-241 Fuel Pellet
hbm:item.rbmk_pellet_hep241:6, HEP-241 Fuel Pellet
hbm:item.rbmk_pellet_hep241:7, HEP-241 Fuel Pellet
hbm:item.rbmk_pellet_hep241:8, HEP-241 Fuel Pellet
hbm:item.rbmk_pellet_hep241:9, HEP-241 Fuel Pellet
hbm:item.rbmk_pellet_lea:0, LEA Fuel Pellet
hbm:item.rbmk_pellet_lea:1, LEA Fuel Pellet
hbm:item.rbmk_pellet_lea:2, LEA Fuel Pellet
hbm:item.rbmk_pellet_lea:3, LEA Fuel Pellet
hbm:item.rbmk_pellet_lea:4, LEA Fuel Pellet
hbm:item.rbmk_pellet_lea:5, LEA Fuel Pellet
hbm:item.rbmk_pellet_lea:6, LEA Fuel Pellet
hbm:item.rbmk_pellet_lea:7, LEA Fuel Pellet
hbm:item.rbmk_pellet_lea:8, LEA Fuel Pellet
hbm:item.rbmk_pellet_lea:9, LEA Fuel Pellet
hbm:item.rbmk_pellet_mea:0, MEA Fuel Pellet
hbm:item.rbmk_pellet_mea:1, MEA Fuel Pellet
hbm:item.rbmk_pellet_mea:2, MEA Fuel Pellet
